number;author;gender;text;title_of_textbook;kind_of_literature;year;genre;whole;retelling;start_of_excerpt ;compiler;place_of_edition;year_of_edition;edition ;level_of_education;kind_of_book;part_of_edition;notes;biblio_id
160;б/а;;Работа пахаря;;проза;;;нет;нет;;З.Н.Дормидонтова;Юрьев;1921;2;;хрестоматия;;русская грамота;Дормидонтова_Колокольчики_1921
161;Кольцов А.В.;м;Песня пахаря;;поэзия;1831;стихотворение;да;нет;;З.Н.Дормидонтова;Юрьев;1921;2;;хрестоматия;;;Дормидонтова_Колокольчики_1921
162;Фет А.А.;м;Весеннее утро;;поэзия;1843;стихотворение;да;нет;Я пришел к тебе с приветом;З.Н.Дормидонтова;Юрьев;1921;2;;хрестоматия;;;Дормидонтова_Колокольчики_1921
163;Пушкин А.С.;м;Евгений Онегин;Появление весны;поэзия;1833;роман в стихах;нет;нет;Гонимы вешними лучами;З.Н.Дормидонтова;Юрьев;1921;2;;хрестоматия;;;Дормидонтова_Колокольчики_1921
164;Некрасов Н.А.;м;Зеленый шум;;поэзия;1863;стихотворение;да;нет;;З.Н.Дормидонтова;Юрьев;1921;2;;хрестоматия;;;Дормидонтова_Колокольчики_1921
165;Некрасов Н.А.;м;Дедушка Мозай и зайцы;;поэзия;1873;стихотворение;нет;нет;Дети, я Вам расскажу про Мозая;З.Н.Дормидонтова;Юрьев;1921;2;;хрестоматия;;;Дормидонтова_Колокольчики_1921
166;Тютчев Ф.И.;м;Весенние воды;;поэзия;1830;стихотворение;да;нет;;З.Н.Дормидонтова;Юрьев;1921;2;;хрестоматия;;;Дормидонтова_Колокольчики_1921
167;Тютчев Ф.И.;м;Весенняя гроза;;поэзия;1828;стихотворение;да;нет;;З.Н.Дормидонтова;Юрьев;1921;2;;хрестоматия;;;Дормидонтова_Колокольчики_1921
168;Майков А.Н.;м;Весна! Выставляется первая рама;;поэзия;1854;стихотворение;да;нет;Весня! Выставляется первая рама;З.Н.Дормидонтова;Юрьев;1921;2;;хрестоматия;;;Дормидонтова_Колокольчики_1921
169;Плещеев А.Н.;м;Мой садик;;поэзия;1858;стихотворение;да;нет;;З.Н.Дормидонтова;Юрьев;1921;2;;хрестоматия;;;Дормидонтова_Колокольчики_1921
170;Бунин И.А.;м;В поезде;;поэзия;1893;стихотворение;да;нет;;З.Н.Дормидонтова;Юрьев;1921;2;;хрестоматия;;;Дормидонтова_Колокольчики_1921
171;Чехов А.П.;м;Весной;;проза;1886;рассказ;нет;нет;С земли еще не сошел снег;З.Н.Дормидонтова;Юрьев;1921;2;;хрестоматия;;;Дормидонтова_Колокольчики_1921
172;Туманский Ф.А.;м;Птичка;;поэзия;1826;стихотворение;да;нет;;З.Н.Дормидонтова;Юрьев;1921;2;;хрестоматия;;;Дормидонтова_Колокольчики_1921
173;Елич Е.;м;Светлый праздник;;проза;;рассказ;;;;З.Н.Дормидонтова;Юрьев;1921;2;;хрестоматия;;;Дормидонтова_Колокольчики_1921
174;Кайгородов Д.Н.;м;Убитая птица;;проза;;рассказ;;;;З.Н.Дормидонтова;Юрьев;1921;2;;хрестоматия;;;Дормидонтова_Колокольчики_1921
175;Бальмонт К.Д.;м;Песня без слов;Песня;поэзия;1894;стихотворение;нет;нет;Ландыши. Лютики;З.Н.Дормидонтова;Юрьев;1921;2;;хрестоматия;;;Дормидонтова_Колокольчики_1921
176;Гаршин В.М.;м;Сказка о жабе и розе;Роза;проза;1884;сказка;да;нет;;З.Н.Дормидонтова;Юрьев;1921;2;;хрестоматия;;;Дормидонтова_Колокольчики_1921
177;Толстой Л.Н.;м;Как чертонок краюшку выкупал;;проза;1875;сказка;да;нет;;З.Н.Дормидонтова;Юрьев;1921;2;;хрестоматия;;;Дормидонтова_Колокольчики_1921
178;Гоголь Н.В.;м;Мертвые души;Сапожник;проза;1842;поэма;нет;нет;Учился ты у немца;З.Н.Дормидонтова;Юрьев;1921;2;;хрестоматия;;;Дормидонтова_Колокольчики_1921
179;Белоусов И.А.;м;Лето;;поэзия;;рассказ;;;;З.Н.Дормидонтова;Юрьев;1921;2;;хрестоматия;;;Дормидонтова_Колокольчики_1921
180;Толстой А.К.;м;Где гнутся над омутом лозы;;проза;1856;рассказ;да;нет;;З.Н.Дормидонтова;Юрьев;1921;2;;хрестоматия;;;Дормидонтова_Колокольчики_1921
181;Майков А.Н.;м;Сенокос;;поэзия;1856;стихотворение;да;нет;;З.Н.Дормидонтова;Юрьев;1921;2;;хрестоматия;;;Дормидонтова_Колокольчики_1921
182;Майков А.Н.;м;Летний дождь;;поэзия;1856;стихотворение;да;нет;;З.Н.Дормидонтова;Юрьев;1921;2;;хрестоматия;;;Дормидонтова_Колокольчики_1921
183;Черный А.;м;У Балтийского моря;;поэзия;1910;стихотворение;нет;нет;;З.Н.Дормидонтова;Юрьев;1921;2;;хрестоматия;;;Дормидонтова_Колокольчики_1921
184;Никитин И.С.;м;Утро на берегу озера;;поэзия;1854;стихотворение;да;нет;;З.Н.Дормидонтова;Юрьев;1921;2;;хрестоматия;;;Дормидонтова_Колокольчики_1921
185;Белоусов И.А.;м;Ночь идет;;поэзия;1886;стихотворение;да;нет;Тихо пламя зорьки ясной;З.Н.Дормидонтова;Юрьев;1921;2;;хрестоматия;;;Дормидонтова_Колокольчики_1921
186;Крылов И.А.;м;Туча;;поэзия;1815;басня;да;нет;;З.Н.Дормидонтова;Юрьев;1921;2;;хрестоматия;;;Дормидонтова_Колокольчики_1921
187;Некрасов Н.А.;м;Мороз Красный нос;Сон Дарьи;поэзия;1863;поэма;нет;нет;И снится ей жаркое лето;З.Н.Дормидонтова;Юрьев;1921;2;;хрестоматия;;;Дормидонтова_Колокольчики_1921
188;Лермонтов М.Ю.;м;Казачья колыбельная песня;;поэзия;1838;стихотворение;да;нет;;З.Н.Дормидонтова;Юрьев;1921;2;;хрестоматия;;;Дормидонтова_Колокольчики_1921
189;Кедрова А.;ж;Канун Троицына дня;;проза;;;нет;нет;;З.Н.Дормидонтова;Юрьев;1921;2;;хрестоматия;;;Дормидонтова_Колокольчики_1921
190;б/а;;Береза моя, березонька;Березонька;поэзия;;песня;нет;нет;Береза моя, березонька;З.Н.Дормидонтова;Юрьев;1921;2;;хрестоматия;;;Дормидонтова_Колокольчики_1921
191;Аксаков С.Т.;м;Детские годы Багрова-внука;Сенокос;проза;1858;рассказ;нет;нет;;З.Н.Дормидонтова;Юрьев;1921;2;;хрестоматия;;;Дормидонтова_Колокольчики_1921
192;Ушинский К.Д.;м;Жатва;;проза;;;нет;нет;;З.Н.Дормидонтова;Юрьев;1921;2;;хрестоматия;;;Дормидонтова_Колокольчики_1921
193;б/а;;В саду;;проза;;рассказ;нет;нет;;З.Н.Дормидонтова;Юрьев;1921;2;;хрестоматия;;;Дормидонтова_Колокольчики_1921
194;Пушкин А.С.;м;Евгений Онегин;Песня девушек;поэзия;1833;роман в стихах;нет;нет;Девицы, красавицы;З.Н.Дормидонтова;Юрьев;1921;2;;хрестоматия;;;Дормидонтова_Колокольчики_1921
195;Тургенев И.С.;м;Перепелка;;проза;1882;повесть;да;нет;;З.Н.Дормидонтова;Юрьев;1921;2;;хрестоматия;;;Дормидонтова_Колокольчики_1921
196;Чехов А.П.;м;Налим;;проза;1885;рассказ;да;нет;;З.Н.Дормидонтова;Юрьев;1921;2;;хрестоматия;;;Дормидонтова_Колокольчики_1921
197;Короленко В.Г.;м;Лес шумит;;проза;1886;рассказ;нет;нет;;З.Н.Дормидонтова;Юрьев;1921;2;;хрестоматия;;;Дормидонтова_Колокольчики_1921
198;Лермонтов М.Ю.;м;Когда волнуется желтеющая нива;;поэзия;1837;стихотворение;да;нет;;З.Н.Дормидонтова;Юрьев;1921;2;;хрестоматия;;;Дормидонтова_Колокольчики_1921
199;Сологуб Ф.К.;м;Где грустят леса дремливые;Наш север;поэзия;1895;стихотворение;да;нет;;З.Н.Дормидонтова;Юрьев;1921;2;;хрестоматия;;;Дормидонтова_Колокольчики_1921
