author_in_publication;text;name;city;type;issue ;year_publ_in_emigration;date_publ_in_emigration;description ;peculiarity;name_part;pages;year_first_in_russia;date_publ_in_russia;name_in_russia
Пильняк Б.А., Павленко П.;Лорд Байрон;Руль;Берлин;газета;№2187;1928;05.02;проза;отрывок;;2—3;;;
Уткин И.;По кухне и счастье усвоено;Руль;Берлин;газета;№2187;1928;05.02;стихи;отрывок;Из второй книги стихов;8;;;Красная новь
Пильняк Б.А., Павленко П.;Лорд Байрон;Руль;Берлин;газета;№2188;1928;07.02;проза;отрывок;;2;;;
Завалишин П.;Семейная радость;Руль;Берлин;газета;№2189;1928;08.02;проза;полный текст;;6;;;
Завалишин П.;Расписались;Руль;Берлин;газета;№2191;1928;10.02;проза;полный текст;;2—3;;;
Инбер В.;Текстильмечта;Руль;Берлин;газета;№2193;1928;12.02;проза;полный текст;;6;;;Правда
Тренев К.;В мертвый час;Руль;Берлин;газета;№2194;1928;13.02;проза;полный текст;;2—3;;;Красная новь
Тынянов Ю.;Подпоручик Киже;Руль;Берлин;газета;№2198;1928;18.02;проза;отрывок;;2—3;;;Красная новь
Тынянов Ю.;Подпоручик Киже;Руль;Берлин;газета;№2199;1928;19.02;проза;отрывок;;5—6;;;Красная новь
Тынянов Ю.;Подпоручик Киже;Руль;Берлин;газета;№2200;1928;21.02;проза;отрывок;;2—3;;;Красная новь
Тынянов Ю.;Подпоручик Киже;Руль;Берлин;газета;№2201;1928;22.02;проза;отрывок;;5—6;;;Красная новь
Тынянов Ю.;Подпоручик Киже;Руль;Берлин;газета;№2202;1928;23.02;проза;отрывок;;2—3;;;Красная новь
Тынянов Ю.;Подпоручик Киже;Руль;Берлин;газета;№2203;1928;24.02;проза;отрывок;;2—3;;;Красная новь
Резаль Т.;Шелк;Руль;Берлин;газета;№2205;1928;26.02;проза;полный текст;;8;;;КР. П.
Лидин В.;Приморская тишина;Руль;Берлин;газета;№2206;1928;28.02;проза;полный текст;;2—3;сент. 1927;;Правда
Пильняк Б.А.;Мальчик из Тралл;Руль;Берлин;газета;№2210;1928;03.03;проза;полный текст;;2—3;;;Красная новь
Романов П.;Дым;Руль;Берлин;газета;№2211;1928;04.03;проза;полный текст;;7—8;;;Сборник рассказов
Крутиков Д.;Кудеяров Вир;Руль;Берлин;газета;№2212;1928;06.03;проза;отрывок;Леон;2—3;;;
Крутиков Д.;Кудеяров Вир;Руль;Берлин;газета;№2213;1928;07.03;проза;отрывок;Леон;5—6;;;
Пришвин М.;Сыр;Руль;Берлин;газета;№2217;1928;10.03;проза;полный текст;;2—3;;;Сборник рассказов
Романов П.;Опять на нашу голову;Руль;Берлин;газета;№2217;1928;11.03;проза;полный текст;;7—8;;;Сборник рассказов
Сергеев-Ценский С.Н.;Снег;Руль;Берлин;газета;№2219;1928;14.03;проза;полный текст;;6;;;
Павленко П.;Мастера Эйюба;Руль;Берлин;газета;№2222;1928;17.03;проза;отрывок;;2—3;;;Правда
Лидин В.;Отец;Руль;Берлин;газета;№2223;1928;18.03;проза;полный текст;;2—4;;;Красная новь
