;author_in_publication;text;name;city;type;issue;year_emigration;description;peculiarity;name_part;pages;name_in_russia;year_russia
729;Дем-ский Б.;Асканья-Нова;Руль;Берлин;газета;№1763;19.09.1926;проза;отрывок;;5—6;Красная газета;
730;Савич О.;Пансион фон Оффенберг;Руль;Берлин;газета;№1764;21.09.1926;проза;полный текст;;2—3;Красная новь;
731;Шишков В.;Золото;Руль;Берлин;газета;№1766;23.09.1926;проза;отрывок;;2—3;Сб. Рассказов;
732;Шишков В.;Золото;Руль;Берлин;газета;№1767;24.09.1926;проза;отрывок;;2—3;Сб. Рассказов;
733;Пришвин М.;Обоз;Руль;Берлин;газета;№1769;26.09.1926;проза;полный текст;;4;Сб. Рассказов;
734;Дем-ский Б.;Асканья-Нова;Руль;Берлин;газета;№1769;26.09.1926;проза;отрывок;;;Красная газета;
735;Пришвин М.;Рассказы;Руль;Берлин;газета;№1772;30.09.1926;проза;отрывок;Дрова;2;Красная новь;
736;Пришвин М.;Рассказы;Руль;Берлин;газета;№1772;30.09.1926;проза;отрывок;Книга слепого Онуфрия;2—3;Красная новь;
737;Фурманов Д.;Убили;Руль;Берлин;газета;№1775;03.10.1926;проза;полный текст;;4, 7;Красная новь;
738;Явич А.;Омутинская старина;Руль;Берлин;газета;№1776;05.10.1926;проза;полный текст;;2—3;Красная новь;
739;Перегудов А.;Петухи;Руль;Берлин;газета;№1778;07.10.1926;проза;полный текст;;2—3;Красная Нива;
740;Алексеев Г.;Жилой дом;Руль;Берлин;газета;№1781;10.10.1926;проза;отрывок;;4—5;Красная новь;
741;Перовский А.;По Донбассу;Руль;Берлин;газета;№1782;12.10.1926;проза;полный текст;;2;Известия;
742;Соколов-Микитов И.;Советский черт;Руль;Берлин;газета;№1783;13.10.1926;проза;полный текст;;5;Красная газета;
743;Зощенко М.М.;Родные люди;Руль;Берлин;газета;№1784;14.10.1926;проза;полный текст;;4;;
744;Инбер В.;Полотно дороги;Руль;Берлин;газета;№1786;16.10.1926;проза;полный текст;;2—3;Огонек;
745;Маяковский В.В.;Разговор с фининспектором о поэзии;Руль;Берлин;газета;№1787;17.10.1926;стихи;полный текст;;9;Новый мир;
746;Лидин В.;Марина Веневцева;Руль;Берлин;газета;№1788;19.10.1926;проза;отрывок;;2—3;Новый мир;
747;Лидин В.;Марина Веневцева;Руль;Берлин;газета;№1789;20.10.1926;проза;отрывок;;6;Новый мир;
748;Лидин В.;Марина Веневцева;Руль;Берлин;газета;№1790;21.10.1926;проза;отрывок;;4;Новый мир;
749;Лидин В.;Марина Веневцева;Руль;Берлин;газета;№1791;22.10.1926;проза;отрывок;;2—3;Новый мир;
750;Лидин В.;Марина Веневцева;Руль;Берлин;газета;№1792;23.10.1926;проза;отрывок;;4;Новый мир;
751;Лидин В.;Марина Веневцева;Руль;Берлин;газета;№1793;24.10.1926;проза;отрывок;;4;Новый мир;
752;Тренев К.;Тихий город;Руль;Берлин;газета;№1793;24.10.1926;проза;полный текст;;5—6;Красная Нива;
753;Лидин В.;Марина Веневцева;Руль;Берлин;газета;№1794;26.10.1926;проза;полный текст;;4;Новый мир;
754;Евдокимов И.;Киносъемщики;Руль;Берлин;газета;№1795;27.10.1926;проза;полный текст;;4;Красная новь;
755;Инбер В.;Под Москвой;Руль;Берлин;газета;№1796;28.10.1926;проза;полный текст;;3;Огонек;
756;Козлов П.К.;Поездка в мертвый город;Руль;Берлин;газета;№1799;31.10.1926;проза;полный текст;;4;Красная газета;
757;Пришвин М.;Проруха;Руль;Берлин;газета;№1799;31.10.1926;проза;полный текст;;6;Красная новь;
758;Зощенко М.М.;Честный гражданин;Руль;Берлин;газета;№1800;02.11.1926;проза;полный текст;;4;Сб. Рассказов;
759;Акульшин Р.;Христопродавец;Руль;Берлин;газета;№1801;03.11.1926;проза;полный текст;;5—6;Красная новь;
760;Федорович В.;Деревенские картинки;Руль;Берлин;газета;№1803;05.11.1926;проза;полный текст;;2–3;Правда;
761;Зощенко М.М.;Шипы и розы;Руль;Берлин;газета;№1803;05.11.1926;проза;полный текст;;4;;
762;Лидин В.;Полет;Руль;Берлин;газета;№1805;07.11.1926;проза;полный текст;;9;Огонек;
763;Пильняк Б.А.;Повесть непогашенной луны;Руль;Берлин;газета;№1805;07.11.1926;проза;отрывок;;5–7;Новый мир;
764;Пильняк Б.А.;Повесть непогашенной луны;Руль;Берлин;газета;№1806;09.11.1926;проза;отрывок;;2—3;Новый мир;
