number;author;gender;text;title_of_textbook;kind_of_literature;year;genre;whole;retelling;start_of_textbook;compiler;place_of_edition;year_of_edition;level_of_education;kind_of_book;part_of_edition;notes;biblio_id
1652;Плещеев А.Н.;м;Весна;undefined;поэзия;1872;стихотворение;да;нет;Уж тает снег, бегут ручьи;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1653;Аксаков К.С.;м;Весна идет;undefined;поэзия;1857;стихотворение;да;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1654;Пушкин А.С.;м;Евгений Онегин;Весна;проза;1833;роман в стихах;нет;нет;Гонимы вешними лучами;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1655;Чехов А.П.;м;Весной;undefined;проза;1886;рассказ;нет;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1656;Блок А.А.;м;Ворона;undefined;поэзия;1914;стихотворение;да;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1657;Некрасов Н.А.;м;Зеленый шум;undefined;поэзия;1863;стихотворение;да;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1658;Баратынский Е.А.;м;Весна, весна! как воздух чист!;Весна;поэзия;1832;стихотворение;да;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1659;Баранцевич К.С.;м;На волю;undefined;проза;19??;рассказ;нет;нет;Вербный торг был в полнос разгаре;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1660;Майков А.Н.;м;Весна! Выставляется первая рама;undefined;поэзия;1854;стихотворение;да;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1661;Бальмонт К.Д.;м;Вербы;undefined;поэзия;1903;стихотворение;да;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1662;Аксаков С.Т.;м;Полая вода и ловля рыбы в водополье;Вскрытие реки;проза;1855;рассказ;нет;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1663;Крылов И.А.;м;Муха и пчела;undefined;поэзия;1825;басня;да;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1664;Аксаков С.Т.;м;Пролет и прилет дичи;Прилет дичи;проза;1826;повесть;нет;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1665;Фет А.А.;м;Рыбка;Ужение рыбы;поэзия;1858;стихотворение;да;нет;Тепло на солнышке. Весна;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1666;Григорович Д.В.;м;Пахарь;undefined;проза;1856;повесть;нет;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1667;Тютчев Ф.И.;м;Весенняя гроза;undefined;поэзия;1828;стихотворение;да;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1668;Кайгородов Д.Н.;м;Маевки;undefined;проза;18??;повесть;нет;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1669;Никитин И.С.;м;Что за раздолье широкое летом!;undefined;поэзия;18??;стихотворение;да;нет;Что за раздолье широкое летом!;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1670;Тургенев И.С.;м;Малиновая вода;Летняя жара;проза;1848;повесть;нет;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1671;Греков Н.П.;м;Летом;undefined;поэзия;18??;стихотворение;да;нет;Зарумянились вишни и слива;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1672;Тургенев И.С.;м;Касьян с Красивой Мечи;Полдень в роще;проза;1851;повесть;нет;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1673;Жуковский В.А.;м;Летний вечер;Труды солнышка;поэзия;1818;стихотворение;да;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1674;Гончаров И.А.;м;Обломов;Летний вечер;проза;1859;роман;нет;нет;Солнце уж опускалось за лес;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1675;Пушкин А.С.;м;Туча;undefined;поэзия;1835;стихотворение;да;нет;Последняя туча рассеянной бури;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1676;Никитин И.С.;м;Утро;undefined;поэзия;1855;стихотворение;да;нет;Звезды меркнут и гаснут. В огне облака;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1677;Толстой Л.Н.;м;Отрочество;Гроза;проза;1854;повесть;нет;нет;До ближайщей деревни оставалось еще;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1678;Кольцов А.В.;м;Косарь;undefined;поэзия;1836;стихотворение;нет;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
1679;Майков А.Н.;м;Нива;undefined;поэзия;1856;стихотворение;нет;нет;undefined;Н.Гудков;Рига;1929;начальные классы;книга для чтения;III;undefined;Гудков.Ч.3_1929
